650000  新疆维吾尔自治区	1
653129101000	西克尔库勒镇	4
653129102000	夏普吐勒镇	4
653129103000	卧里托格拉克镇	4
653129104000	克孜勒博依镇	4
653129107000	和夏阿瓦提镇	4
653129200000	铁日木乡	4
653129201000	英买里乡	4
653129202000	江巴孜乡	4
653129205000	米夏乡	4
653129208000	克孜勒苏乡	4
653129209000	古勒鲁克乡	4
653129210000	玉代克力克乡	4
653129500000	兵团伽师总场	4
653130000000	巴楚县	3
653130100000	巴楚镇	4
653130101000	色力布亚镇	4
653130102000	阿瓦提镇	4
653130103000	三岔口镇	4
653130200000	恰尔巴格乡	4
653130201000	多来提巴格乡	4
653130202000	阿纳库勒乡	4
653130203000	夏马勒乡	4
653130204000	阿克萨克玛热勒乡	4
653130205000	阿拉根乡	4
653130206000	琼库恰克乡	4
653130207000	英吾斯坦乡	4
653130508000	兵团四十八团	4
653131000000	塔什库尔干塔吉克自治县	3
653131100000	塔什库尔干镇	4
653131101000	塔吉克阿巴提镇	4
653131200000	塔什库尔干乡	4
653131201000	塔合曼乡	4
653131202000	科克亚尔柯尔克孜族乡	4
653131203000	提孜那甫乡	4
653131204000	达布达尔乡	4
653131205000	马尔洋乡	4
653131206000	瓦恰乡	4
653131207000	班迪尔乡	4
653131208000	库科西鲁格乡	4
653131210000	大同乡	4
653200000000	和田地区	2
653201000000	和田市	3
653201001000	努尔巴格街道	4
653201002000	古江巴格街道	4
653201003000	古勒巴格街道	4
653201004000	纳尔巴格街道	4
653201100000	拉斯奎镇	4
653201101000	玉龙喀什镇	4
653201102000	吐沙拉镇	4
653201200000	肖尔巴格乡	4
653201201000	伊里其乡	4
653201202000	古江巴格乡	4
653201204000	吉亚乡	4
653201205000	阿克恰勒乡	4
653201401000	北京工业园区	4
653201402000	和田市京和物流园区	4
653221000000	和田县	3
653221100000	巴格其镇	4
653221102000	罕艾日克镇	4
653221202000	英阿瓦提乡	4
653221203000	英艾日克乡	4
653221204000	布扎克乡	4
653221205000	拉依喀乡	4
653221206000	朗如乡	4
653221207000	塔瓦库勒乡	4
653221208000	伊斯拉木阿瓦提乡	4
653221209000	色格孜库勒乡	4
653221210000	喀什塔什乡	4
653221211000	吾宗肖乡	4
653221401000	和田县经济新区	4
653222000000	墨玉县	3
653222100000	喀拉喀什镇	4
653222101000	扎瓦镇	4
653222102000	奎牙镇	4
653222103000	喀尔赛镇	4
653222104000	普恰克其镇	4
653222203000	阿克萨拉依乡	4
653222204000	乌尔其乡	4
653222205000	托胡拉乡	4
653222206000	萨依巴格乡	4
653222207000	加汗巴格乡	4
653222209000	芒来乡	4
653222210000	阔依其乡	4
653222211000	雅瓦乡	4
653222212000	吐外特乡	4
653222213000	英也尔乡	4
653222214000	喀瓦克乡	4
653222500000	兵团四十七团	4
653222501000	兵团二二四团	4
653223000000	皮山县	3
653223001000	街道	4
653223100000	固玛镇	4
653223101000	杜瓦镇	4
653223102000	赛图拉镇	4
653223103000	木吉镇	4
653223104000	阔什塔格镇	4
653223105000	桑株镇	4
653223201000	克里阳乡	4
653223202000	科克铁热克乡	4
653223205000	乔达乡	4
653223206000	木奎拉乡	4
653223207000	藏桂乡	4
653223208000	皮亚勒玛乡	4
653223209000	皮西那乡	4
653223210000	巴什兰干乡	4
653223211000	垴阿巴提塔吉克民族乡	4
653223212000	康克尔柯尔克孜民族乡	4
653223401000	皮山三峡工业园区	4
653223500000	兵团皮山农场	4
653224000000	洛浦县	3
653224001000	城区街道	4
653224100000	洛浦镇	4
653224101000	山普鲁镇	4
653224102000	杭桂镇	4
653224201000	布亚乡	4
653224203000	恰尔巴格乡	4
653224205000	多鲁乡	4
653224206000	纳瓦乡	4
653224207000	拜什托格拉克乡	4
653224208000	阿其克乡	4
653224403000	洛浦县北京工业园区	4
653225000000	策勒县	3
653225100000	策勒镇	4
653225101000	固拉合玛镇	4
653225200000	策勒乡	4
653225202000	达玛沟乡	4
653225203000	恰哈乡	4
653225204000	乌鲁克萨依乡	4
653225205000	奴尔乡	4
653225206000	博斯坦乡	4
653225500000	兵团一牧场	4
653226000000	于田县	3
653226100000	木尕拉镇	4
653226101000	先拜巴扎镇	4
653226200000	加依乡	4
653226201000	科克亚乡	4
653226202000	阿热勒乡	4
653226203000	阿日希乡	4
653226204000	兰干乡	4
653226205000	斯也克乡	4
653226206000	托格日尕孜乡	4
653226207000	喀拉克尔乡	4
653226208000	奥依托格拉克乡	4
653226209000	阿羌乡	4
653226210000	英巴格乡	4
653226211000	希吾勒乡	4
653226212000	达里雅布依乡	4
653226401000	国营（昆仑）种羊场	4
653226402000	于田监狱	4
653226500000	兵团二二五团	4
653227000000	民丰县	3
653227100000	尼雅镇	4
653227200000	尼雅乡	4
653227201000	若克雅乡	4
653227202000	萨勒吾则克乡	4
653227203000	叶亦克乡	4
653227204000	安迪尔乡	4
653227205000	亚瓦通古孜乡	4
654000000000	伊犁哈萨克自治州	2
654002000000	伊宁市	3
654002001000	萨依布依街道	4
654002002000	墩买里街道	4
654002003000	伊犁河路街道	4
654002004000	喀赞其街道	4
654002005000	都来提巴格街道	4
654002006000	琼科瑞克街道	4
654002007000	艾兰木巴格街道	4
654002008000	解放路街道	4
654002100000	巴彦岱镇	4
654002101000	潘津镇	4
654002102000	英也尔镇	4
654002103000	达达木图镇	4
654002201000	汉宾乡	4
654002202000	塔什科瑞克乡	4
654002203000	喀尔墩乡	4
654002204000	托格拉克乡	4
654002205000	克伯克于孜乡	4
654002403000	伊宁市边境经济合作区	4
654002404000	伊犁河南岸新区	4
654003000000	奎屯市	3
654003001000	团结路街道	4
654003002000	乌东路街道	4
654003003000	北京路街道	4
654003004000	乌鲁木齐西路街道	4
654003005000	火车站街道	4
654003201000	开干齐乡	4
654003508000	兵团一三一团	4
654003510000	天北新区	4
654004000000	霍尔果斯市	3
654004001000	卡拉苏街道	4
654004002000	亚欧东路街道	4
654004003000	亚欧西路街道	4
654004004000	工业园区街道	4
654004200000	伊车嘎善乡	4
654004505000	兵团六十一团	4
654004506000	兵团六十二团	4
654021000000	伊宁县	3
654021100000	吉里于孜镇	4
654021101000	墩麻扎镇	4
654021102000	英塔木镇	4
654021103000	胡地于孜镇	4
654021104000	巴依托海镇	4
654021105000	阿热吾斯塘镇	4
654021106000	萨木于孜镇	4
654021107000	喀什镇	4
654021201000	吐鲁番于孜乡	4
654021202000	喀拉亚尕奇乡	4
654021203000	武功乡	4
654021204000	萨地克于孜乡	4
654021205000	愉群翁回族乡	4
654021209000	维吾尔玉其温乡	4
654021212000	麻扎乡	4
654021213000	温亚尔乡	4
654021214000	阿乌利亚乡	4
654021215000	曲鲁海乡	4
654021401000	多浪农场	4
654021501000	兵团七十团中心团场	4
654022000000	察布查尔锡伯自治县	3
654022100000	察布查尔镇	4
654022101000	爱新色里镇	4
654022102000	孙扎齐牛录镇	4
654022103000	绰霍尔镇	4
654022104000	加尕斯台镇	4
654022105000	琼博拉镇	4
654022200000	堆齐牛录乡	4
654022203000	纳达齐牛录乡	4
654022204000	扎库齐牛录乡	4
654022205000	米粮泉回族乡	4
654022206000	坎乡	4
654022207000	阔洪奇乡	4
654022208000	海努克乡	4
654022401000	安班巴格良繁场	4
654022403000	伊犁州平原林场	4
654022404000	山区林场	4
654022408000	都拉塔口岸	4
654022502000	兵团六十七团	4
654022503000	兵团六十八团	4
654022504000	兵团六十九团	4
654023000000	霍城县	3
654023100000	水定镇	4
654023101000	清水河镇	4
654023102000	芦草沟镇	4
654023103000	惠远镇	4
654023104000	萨尔布拉克镇	4
654023200000	兰干乡	4
654023201000	三道河乡	4
654023204000	三宫乡	4
654023205000	大西沟乡	4
654023402000	果子沟牧场	4
654023403000	良种繁育中心	4
654023507000	兵团六十三团	4
654023508000	兵团六十四团	4
654023509000	兵团六十六团（中心团场）	4
654024000000	巩留县	3
654024100000	巩留镇	4
654024101000	阿克吐别克镇	4
654024102000	库尔德宁镇	4
654024103000	东买里镇	4
654024104000	阿尕尔森镇	4
654024105000	提克阿热克镇	4
654024201000	吉尔格郎乡	4
654024204000	塔斯托别乡	4
654024400000	综合农场	4
654024401000	阔什阿尕什羊场	4
654024402000	牛场	4
654024403000	良凡场	4
654024405000	林场	4
654024406000	莫乎尔农场	4
654024510000	兵团七十三团	4
654025000000	新源县	3
654025100000	新源镇	4
654025101000	则克台镇	4
654025102000	阿热勒托别镇	4
654025103000	塔勒德镇	4
654025104000	那拉提镇	4
654025105000	肖尔布拉克镇	4
654025106000	喀拉布拉镇	4
654025107000	阿勒玛勒镇	4
654025108000	坎苏镇	4
654025200000	别斯托别乡	4
654025204000	吐尔根乡	4
654025400000	种羊场	4
654025403000	公安农场	4
654025404000	吐尔根农场	4
654025405000	马场	4
654025406000	台勒哈拉牧场	4
654025407000	野果林改良场	4
654025511000	兵团七十一团	4
654025512000	兵团七十二团	4
654026000000	昭苏县	3
654026100000	昭苏镇	4
654026101000	喀夏加尔镇	4
654026102000	阿克达拉镇	4
654026103000	喀拉苏镇	4
654026104000	洪纳海镇	4
654026201000	乌尊布拉克乡	4
654026203000	萨尔阔布乡	4
654026206000	察汗乌苏蒙古族乡	4
654026207000	夏特柯尔克孜族乡	4
654026208000	胡松图喀尔逊蒙古族乡	4
654026403000	天山西部林业局昭苏林场	4
654026513000	兵团七十四团	4
654026514000	兵团七十五团	4
654026515000	兵团七十六团	4
654026516000	兵团七十七团	4
654027000000	特克斯县	3
654027100000	特克斯镇	4
654027101000	乔拉克铁热克镇	4
654027102000	喀拉达拉镇	4
654027103000	齐勒乌泽克镇	4
654027104000	喀拉托海镇	4
654027200000	呼吉尔特蒙古民族乡	4
654027201000	阔克苏乡	4
654027203000	阔克铁热克柯尔克孜民族乡	4
654027404000	特克斯县马场	4
654027405000	科克苏林场	4
654027517000	兵团七十八团	4
654028000000	尼勒克县	3
654028100000	尼勒克镇	4
654028101000	乌拉斯台镇	4
654028102000	乌赞镇	4
654028103000	木斯镇	4
654028200000	苏布台乡	4
654028201000	喀拉苏乡	4
654028202000	加哈乌拉斯台乡	4
654028204000	科克浩特浩尔蒙古民族乡	4
654028206000	克令乡	4
654028207000	喀拉托别乡	4
654028208000	胡吉尔台乡	4
654028402000	尼勒克马场	4
654028404000	种蜂场	4
654028518000	兵团七十九团	4
654200000000	塔城地区	2
654201000000	塔城市	3
654201001000	和平街道	4
654201002000	杜别克街道	4
654201003000	新城街道	4
654201100000	二工镇	4
654201101000	恰夏镇	4
654201200000	喀拉哈巴克乡	4
654201202000	阿西尔达斡尔民族乡	4
654201203000	阿不都拉乡	4
654201204000	也门勒乡	4
654201403000	恰合吉牧场	4
654201404000	博孜达克农场	4
654201405000	窝依加依劳牧场	4
654201406000	地区种牛场	4
654201502000	兵团第九师一六二团	4
654201503000	兵团农九师一六三团	4
654201504000	兵团农九师一六四团	4
654202000000	乌苏市	3
654202001000	南苑街道	4
654202002000	虹桥街道	4
654202003000	新市区街道	4
654202006000	西城街道	4
654202007000	奎河街道	4
654202100000	白杨沟镇	4
654202101000	哈图布呼镇	4
654202102000	皇宫镇	4
654202103000	车排子镇	4
654202104000	甘河子镇	4
654202105000	百泉镇	4
654202106000	四棵树镇	4
654202107000	古尔图镇	4
654202108000	西湖镇	4
654202109000	西大沟镇	4
654202200000	八十四户乡	4
654202201000	夹河子乡	4
654202202000	九间楼乡	4
654202203000	石桥乡	4
654202204000	头台乡	4
654202205000	吉尔格勒特郭愣蒙古民族乡	4
654202206000	塔布勒合特蒙古民族乡	4
654202400000	甘家湖牧场	4
654202401000	巴音沟牧场	4
654202402000	赛力克提牧场	4
654202403000	乌苏监狱	4
654202500000	兵团一二三团生活区	4
654202501000	兵团一二四团生活区	4
654202502000	兵团一二五团生活区	4
654202503000	兵团一二六团生活区	4
654202504000	兵团一二七团生活区	4
654202505000	兵团一二八团生活区	4
654202507000	兵团一三零团生活区	4
654221000000	额敏县	3
654221100000	额敏镇	4
654221101000	玉什喀拉苏镇	4
654221102000	杰勒阿尕什镇	4
654221103000	上户镇	4
654221104000	玛热勒苏镇	4
654221105000	喀拉也木勒镇	4
654221200000	郊区乡	4
654221202000	额玛勒郭楞蒙古民族乡	4
654221207000	喇嘛昭乡	4
654221208000	霍吉尔特蒙古民族乡	4
654221209000	二道桥乡	4
654221400000	二支河牧场	4
654221401000	加尔布拉克农场	4
654221402000	阔什比克良种场	4
654221403000	萨尔也木勒牧场	4
654221404000	也木勒牧场	4
654221405000	塔城地区种羊场	4
654221406000	吾宗布拉克牧场	4
654221505000	兵团农九师一六五团	4
654221506000	兵团农九师一六六团	4
654221507000	兵团农九师一六七团	4
654221508000	兵团农九师一六八团	4
654221511000	兵团农九师团结农场	4
654223000000	沙湾县	3
654223100000	三道河子镇	4
654223101000	四道河子镇	4
654223102000	老沙湾镇	4
654223103000	乌兰乌苏镇	4
654223104000	安集海镇	4
654223105000	东湾镇	4
654223106000	西戈壁镇	4
654223107000	柳毛湾镇	4
654223108000	金沟河镇	4
654223200000	商户地乡	4
654223201000	大泉乡	4
654223202000	博尔通古乡	4
654223400000	牛圈子牧场	4
654223401000	博尔通古牧场	4
654223402000	良种场	4
654223503000	兵团一二一团	4
654223506000	兵团一三三团	4
654223507000	兵团一三四团	4
654223509000	兵团一四一团	4
654223510000	兵团一四二团	4
654223511000	兵团一四三团	4
654223512000	兵团一四四团	4
654224000000	托里县	3
654224100000	托里镇	4
654224101000	铁厂沟镇	4
654224102000	庙尔沟镇	4
654224200000	多拉特乡	4
654224201000	乌雪特乡	4
654224202000	库普乡	4
654224203000	阿克别里斗乡	4
654224401000	白杨河林场	4
654224402000	老风口林场	4
654224403000	巴尔鲁克山塔斯特林场	4
654224510000	兵团农九师一七零团	4
654225000000	裕民县	3
654225100000	哈拉布拉镇	4
654225101000	吉也克镇	4
654225200000	哈拉布拉乡	4
654225201000	新地乡	4
654225202000	阿勒腾也木勒乡	4
654225204000	江格斯乡	4
654225400000	察汗托海牧场	4
654225501000	兵团农九师一六一团	4
654226000000	和布克赛尔蒙古自治县	3
654226100000	和布克赛尔镇	4
654226101000	和什托洛盖镇	4
654226200000	夏孜盖乡	4
654226201000	铁布肯乌散乡	4
654226202000	查干库勒乡	4
654226203000	巴音傲瓦乡	4
654226204000	莫特格乡	4
654226205000	查和特乡	4
654226400000	伊克乌图布拉格牧场	4
654226401000	那仁和布克牧场	4
654226402000	巴尕乌图布拉格牧场	4
654226403000	布斯屯格牧场	4
654226500000	兵团一八四团	4
654226501000	新疆屯南煤业有限责任公司	4
654300000000	阿勒泰地区	2
654301000000	阿勒泰市	3
654301001000	金山路街道	4
654301002000	解放路街道	4
654301003000	团结路街道	4
654301004000	恰秀路街道	4
654301100000	北屯镇	4
654301101000	阿苇滩镇	4
654301102000	红墩镇	4
654301103000	切木尔切克镇	4
654301104000	阿拉哈克镇	4
654301202000	汗德尕特蒙古族乡	4
654301203000	拉斯特乡	4
654301204000	喀拉希力克乡	4
654301205000	萨尔胡松乡	4
654301206000	巴里巴盖乡	4
654301207000	切尔克齐乡	4
654301400000	喀拉尕什牧场	4
654301401000	阿克吐木斯克牧场	4
654301500000	兵团一八一团	4
654321000000	布尔津县	3
654321100000	布尔津镇	4
654321101000	冲乎尔镇	4
654321102000	窝依莫克镇	4
654321103000	阔斯特克镇	4
654321201000	杜来提乡	4
654321204000	也格孜托别乡	4
654321205000	禾木哈纳斯蒙古民族乡	4
654322000000	富蕴县	3
654322100000	库额尔齐斯镇	4
654322101000	可可托海镇	4
654322102000	恰库尔图镇	4
654322103000	喀拉通克镇	4
654322104000	杜热镇	4
654322200000	吐尔洪乡	4
654322202000	库尔特乡	4
654322203000	克孜勒希力克乡	4
654322204000	铁买克乡	4
654322205000	喀拉布勒根乡	4
654323000000	福海县	3
654323100000	福海镇	4
654323101000	喀拉玛盖镇	4
654323102000	解特阿热勒镇	4
654323201000	阔克阿尕什乡	4
654323202000	齐干吉迭乡	4
654323204000	阿尔达乡	4
654323400000	地区一农场	4
654323401000	福海监狱	4
654323500000	兵团一八二团	4
654323501000	兵团一八三团	4
654323502000	兵团一八七团	4
654323503000	兵团一八八团	4
654324000000	哈巴河县	3
654324100000	阿克齐镇	4
654324101000	萨尔布拉克镇	4
654324102000	齐巴尔镇	4
654324103000	库勒拜镇	4
654324200000	萨尔塔木乡	4
654324201000	加依勒玛乡	4
654324204000	铁热克提乡	4
654324500000	兵团一八五团	4
654325000000	青河县	3
654325100000	青河镇	4
654325101000	塔克什肯镇	4
654325102000	阿热勒托别镇	4
654325103000	阿格达拉镇	4
654325104000	阿热勒镇	4
654325202000	萨尔托海乡	4
654325203000	查干郭勒乡	4
654325204000	阿尕什敖包乡	4
654326000000	吉木乃县	3
654326100000	托普铁热克镇	4
654326101000	吉木乃镇	4
654326102000	喀尔交镇	4
654326103000	乌拉斯特镇	4
654326201000	托斯特乡	4
654326202000	恰勒什海乡	4
654326204000	别斯铁热克乡	4
654326500000	兵团一八六团	4
659000000000	自治区直辖县级行政区划	2
659001000000	石河子市	3
659001001000	新城街道	4
659001002000	向阳街道	4
659001003000	红山街道	4
659001004000	老街街道	4
659001005000	东城街道	4
659001100000	北泉镇	4
659001101000	石河子镇	4
659001500000	兵团一五二团	4
659002000000	阿拉尔市	3
659002001000	金银川路街道	4
659002002000	幸福路街道	4
659002003000	青松路街道	4
659002004000	南口街道	4
659002200000	托喀依乡	4
659002402000	工业园区	4
659002500000	兵团七团	4
659002501000	兵团八团	4
659002503000	兵团十团	4
659002504000	兵团十一团	4
659002505000	兵团十二团	4
659002506000	兵团十三团	4
659002507000	兵团十四团	4
659002509000	兵团十六团	4
659002510000	兵团九团	4
659002511000	兵团第一师水利水电工程处	4
659002512000	兵团第一师塔里木灌区水利管理处	4
659002516000	兵团一团	4
659002517000	兵团农一师沙井子水利管理处	4
659002518000	西工业园区管理委员会	4
659002519000	兵团二团	4
659002520000	兵团三团	4
659002521000	兵团五团	4
659002522000	兵团六团	4
659002523000	兵团四团	4
659003000000	图木舒克市	3
659003001000	齐干却勒街道	4
659003002000	前海街道	4
659003003000	永安坝街道	4
659003501000	兵团四十一团	4
659003504000	兵团四十四团	4
659003509000	兵团四十九团	4
659003510000	兵团五十团	4
659003511000	兵团五十一团	4
659003513000	兵团五十三团	4
659003514000	兵团图木舒克市喀拉拜勒镇	4
659004000000	五家渠市	3
659004001000	军垦路街道	4
659004002000	青湖路街道	4
659004003000	人民路街道	4
659004500000	兵团一零一团	4
659004501000	兵团一零二团	4
659004502000	兵团一零三团	4
659006000000	铁门关市	3
659006100000	博古其镇	4
659006101000	双丰镇	4
