360000  江西省	1
360823204000	金坪民族乡	4
360823400000	峡江县工业园区	4
360824000000	新干县	3
360824001000	洋峰街道	4
360824100000	金川镇	4
360824101000	三湖镇	4
360824102000	大洋洲镇	4
360824103000	七琴镇	4
360824104000	麦?镇	4
360824105000	界埠镇	4
360824106000	溧江镇	4
360824201000	桃溪乡	4
360824202000	城上乡	4
360824203000	潭丘乡	4
360824204000	神政桥乡	4
360824205000	沂江乡	4
360824207000	荷浦乡	4
360824404000	新干工业园区	4
360824405000	地质大队	4
360824502000	黎山林场	4
360825000000	永丰县	3
360825100000	恩江镇	4
360825101000	坑田镇	4
360825102000	沿陂镇	4
360825103000	古县镇	4
360825104000	瑶田镇	4
360825105000	藤田镇	4
360825106000	石马镇	4
360825107000	沙溪镇	4
360825200000	佐龙乡	4
360825201000	八江乡	4
360825202000	潭城乡	4
360825203000	鹿冈乡	4
360825204000	七都乡	4
360825205000	陶唐乡	4
360825206000	中村乡	4
360825207000	上溪乡	4
360825208000	潭头乡	4
360825209000	三坊乡	4
360825210000	上固乡	4
360825211000	君埠乡	4
360825212000	龙冈畲族乡	4
360825403000	永丰县工业园区	4
360825501000	罗铺垦殖场	4
360825502000	官山林场	4
360826000000	泰和县	3
360826100000	澄江镇	4
360826101000	碧溪镇	4
360826102000	桥头镇	4
360826103000	禾市镇	4
360826104000	螺溪镇	4
360826105000	苏溪镇	4
360826106000	马市镇	4
360826107000	塘洲镇	4
360826108000	冠朝镇	4
360826109000	沙村镇	4
360826110000	老营盘镇	4
360826111000	小龙镇	4
360826112000	灌溪镇	4
360826113000	苑前镇	4
360826114000	万合镇	4
360826115000	沿溪镇	4
360826200000	石山乡	4
360826201000	南溪乡	4
360826202000	上模乡	4
360826203000	水槎乡	4
360826204000	上圯乡	4
360826205000	中龙乡	4
360826402000	小龙矿区管委会	4
360826403000	八一八矿区	4
360826404000	井冈山机场	4
360826405000	泰和县工业园区	4
360826501000	武山垦殖场	4
360826502000	综合垦殖场	4
360827000000	遂川县	3
360827100000	泉江镇	4
360827101000	雩田镇	4
360827102000	碧洲镇	4
360827103000	草林镇	4
360827104000	堆子前镇	4
360827105000	左安镇	4
360827106000	高坪镇	4
360827107000	大汾镇	4
360827108000	衙前镇	4
360827109000	禾源镇	4
360827110000	汤湖镇	4
360827111000	枚江镇	4
360827200000	珠田乡	4
360827201000	巾石乡	4
360827202000	大坑乡	4
360827204000	双桥乡	4
360827205000	新江乡	4
360827206000	五斗江乡	4
360827207000	西溪乡	4
360827208000	南江乡	4
360827209000	黄坑乡	4
360827210000	戴家埔乡	4
360827211000	营盘圩乡	4
360827402000	遂川县工业园区	4
360827501000	五指峰林场	4
360827502000	云岭林场	4
360828000000	万安县	3
360828100000	芙蓉镇	4
360828101000	五丰镇	4
360828102000	枧头镇	4
360828103000	窑头镇	4
360828104000	百嘉镇	4
360828105000	高陂镇	4
360828106000	潞田镇	4
360828107000	沙坪镇	4
360828108000	夏造镇	4
360828200000	罗塘乡	4
360828201000	弹前乡	4
360828202000	武术乡	4
360828203000	宝山乡	4
360828204000	涧田乡	4
360828205000	顺峰乡	4
360828206000	韶口乡	4
360828401000	万安县工业园	4
360828501000	蔴源垦殖场	4
360829000000	安福县	3
360829100000	平都镇	4
360829101000	浒坑镇	4
360829102000	洲湖镇	4
360829103000	横龙镇	4
360829104000	洋溪镇	4
360829105000	严田镇	4
360829106000	枫田镇	4
360829200000	竹江乡	4
360829201000	瓜畲乡	4
360829202000	钱山乡	4
360829203000	赤谷乡	4
360829204000	山庄乡	4
360829205000	洋门乡	4
360829206000	金田乡	4
360829207000	彭坊乡	4
360829208000	泰山乡	4
360829209000	寮塘乡	4
360829210000	甘洛乡	4
360829211000	章庄乡	4
360829400000	安福县工业园	4
360830000000	永新县	3
360830001000	三月坪街道	4
360830100000	禾川镇	4
360830101000	石桥镇	4
360830102000	龙源口镇	4
360830103000	澧田镇	4
360830104000	龙门镇	4
360830105000	沙市镇	4
360830106000	文竹镇	4
360830107000	埠前镇	4
360830108000	怀忠镇	4
360830109000	高桥楼镇	4
360830200000	坳南乡	4
360830201000	曲白乡	4
360830202000	才丰乡	4
360830203000	烟阁乡	4
360830204000	在中乡	4
360830205000	三湾乡	4
360830206000	台岭乡	4
360830207000	龙田乡	4
360830208000	高溪乡	4
360830209000	莲洲乡	4
360830210000	高市乡	4
360830211000	象形乡	4
360830212000	芦溪乡	4
360830400000	永新县工业园区	4
360881000000	井冈山市	3
360881002000	红星街道	4
360881100000	厦坪镇	4
360881101000	龙市镇	4
360881102000	古城镇	4
360881103000	新城镇	4
360881104000	大陇镇	4
360881105000	茨坪镇	4
360881106000	拿山镇	4
360881201000	黄垇乡	4
360881202000	下七乡	4
360881203000	长坪乡	4
360881204000	坳里乡	4
360881205000	鹅岭乡	4
360881206000	柏露乡	4
360881207000	茅坪乡	4
360881208000	葛田乡	4
360881209000	荷花乡	4
360881210000	睦村乡	4
360881211000	东上乡	4
360881400000	井企集团	4
360881401000	井冈山自然保护区	4
360881403000	井冈山市工业园区	4
360881501000	白石垦殖场	4
360900000000	宜春市	2
360901000000	市辖区	3
360902000000	袁州区	3
360902001000	灵泉街道	4
360902002000	秀江街道	4
360902004000	湛郎街道	4
360902005000	珠泉街道	4
360902006000	化成街道	4
360902007000	官园街道	4
360902008000	下浦街道	4
360902009000	凤凰街道	4
360902010000	金园街道	4
360902011000	新康府街道	4
360902100000	彬江镇	4
360902101000	西村镇	4
360902102000	金瑞镇	4
360902103000	温汤镇	4
360902104000	三阳镇	4
360902105000	慈化镇	4
360902106000	天台镇	4
360902107000	洪塘镇	4
360902108000	渥江镇	4
360902109000	新坊镇	4
360902110000	寨下镇	4
360902111000	芦村镇	4
360902112000	湖田镇	4
360902113000	新田镇	4
360902114000	南庙镇	4
360902115000	竹亭镇	4
360902116000	水江镇	4
360902117000	辽市镇	4
360902118000	洪江镇	4
360902206000	楠木乡	4
360902210000	柏木乡	4
360902213000	飞剑潭乡	4
360902400000	宜春经济开发区管理委员会	4
360902401000	袁州区工业园区	4
360902402000	宜春市明月山温泉风景名胜区管理局	4
360902403000	宜春市宜阳新区管理委员会	4
360902501000	西岭布果园场	4
360902502000	明月山采育林场	4
360921000000	奉新县	3
360921100000	冯川镇	4
360921101000	赤岸镇	4
360921102000	赤田镇	4
360921103000	宋埠镇	4
360921104000	干洲镇	4
360921105000	澡下镇	4
360921106000	会埠镇	4
360921107000	罗市镇	4
360921108000	上富镇	4
360921109000	甘坊镇	4
360921200000	仰山乡	4
360921201000	澡溪乡	4
360921202000	柳溪乡	4
360921400000	奉新县工业园区	4
360921500000	石溪办事处	4
360921501000	百丈山名胜风景区	4
360921502000	干洲垦殖场	4
360921503000	东风垦殖场	4
360921504000	农牧渔良种场	4
360922000000	万载县	3
360922001000	康乐街道	4
360922100000	株潭镇	4
360922101000	黄茅镇	4
360922102000	潭埠镇	4
360922103000	双桥镇	4
360922104000	高村镇	4
360922105000	罗城镇	4
360922106000	三兴镇	4
360922107000	高城镇	4
360922108000	白良镇	4
360922200000	鹅峰乡	4
360922201000	马步乡	4
360922203000	赤兴乡	4
360922204000	岭东乡	4
360922205000	白水乡	4
360922206000	仙源乡	4
360922208000	茭湖乡	4
360922400000	万载县工业园区	4
360923000000	上高县	3
360923001000	敖阳街道	4
360923100000	田心镇	4
360923101000	徐家渡镇	4
360923102000	锦江镇	4
360923103000	泗溪镇	4
360923104000	翰堂镇	4
360923105000	南港镇	4
360923106000	敖山镇	4
360923107000	新界埠镇	4
360923108000	蒙山镇	4
360923200000	芦洲乡	4
360923201000	塔下乡	4
360923203000	镇渡乡	4
360923204000	野市乡	4
360923206000	墨山乡	4
360923400000	上高县工业园区	4
360923501000	上甘山林场	4
360924000000	宜丰县	3
360924100000	新昌镇	4
360924101000	澄塘镇	4
360924102000	棠浦镇	4
360924103000	新庄镇	4
360924104000	潭山镇	4
360924105000	芳溪镇	4
360924106000	石市镇	4
360924107000	黄岗镇	4
360924200000	花桥乡	4
360924201000	同安乡	4
360924202000	天宝乡	4
360924204000	桥西乡	4
360924400000	宜丰县工业园区	4
360924500000	车上林场	4
360924501000	双峰林场	4
360924502000	石花尖垦殖场	4
360924503000	黄岗山垦殖场	4
360925000000	靖安县	3
360925100000	双溪镇	4
360925101000	仁首镇	4
360925102000	宝峰镇	4
360925103000	高湖镇	4
360925104000	璪都镇	4
360925200000	香田乡	4
360925201000	水口乡	4
360925202000	中源乡	4
360925203000	罗湾乡	4
360925205000	三爪仑乡	4
360925206000	雷公尖乡	4
360925400000	靖安县工业园区	4
360926000000	铜鼓县	3
360926100000	永宁镇	4
360926101000	温泉镇	4
360926102000	棋坪镇	4
360926103000	排埠镇	4
360926104000	三都镇	4
360926105000	大塅镇	4
360926200000	高桥乡	4
360926201000	港口乡	4
360926202000	带溪乡	4
360926404000	江西铜鼓工业园区	4
360926500000	花山林场	4
360926501000	大沩山林场	4
360926502000	茶山林场	4
360926503000	龙门林场	4
360981000000	丰城市	3
360981002000	剑光街道	4
360981006000	河洲街道	4
360981007000	剑南街道	4
360981008000	孙渡街道	4
360981009000	尚庄街道	4
360981010000	龙津洲街道	4
360981101000	白土镇	4
360981102000	袁渡镇	4
360981104000	张巷镇	4
360981105000	杜市镇	4
360981106000	淘沙镇	4
360981107000	秀市镇	4
360981109000	洛市镇	4
360981110000	铁路镇	4
360981111000	丽村镇	4
360981115000	董家镇	4
360981116000	隍城镇	4
360981119000	小港镇	4
360981120000	石滩镇	4
360981121000	桥东镇	4
360981122000	荣塘镇	4
360981123000	拖船镇	4
360981124000	泉港镇	4
360981125000	梅林镇	4
360981126000	曲江镇	4
360981127000	上塘镇	4
360981201000	筱塘乡	4
360981202000	段潭乡	4
360981203000	蕉坑乡	4
360981204000	石江乡	4
360981205000	荷湖乡	4
360981206000	湖塘乡	4
360981207000	同田乡	4
360981402000	宜春丰城高新技术产业开发区	4
360982000000	樟树市	3
360982001000	淦阳街道	4
360982002000	鹿江街道	4
360982003000	福城街道	4
360982004000	大桥街道	4
360982005000	张家山街道	4
360982100000	临江镇	4
360982101000	永泰镇	4
360982102000	黄土岗镇	4
360982103000	经楼镇	4
360982104000	昌傅镇	4
360982105000	店下镇	4
360982106000	阁山镇	4
360982107000	刘公庙镇	4
360982108000	观上镇	4
360982109000	义成镇	4
360982200000	中洲乡	4
360982201000	洲上乡	4
360982202000	洋湖乡	4
360982203000	吴城乡	4
360982400000	樟树市工业园区	4
360982401000	滨江新城	4
360982500000	省双金园艺场	4
360983000000	高安市	3
360983001000	瑞州街道	4
360983002000	筠阳街道	4
360983100000	蓝坊镇	4
360983101000	荷岭镇	4
360983102000	黄沙岗镇	4
360983103000	新街镇	4
360983104000	八景镇	4
360983105000	独城镇	4
360983106000	太阳镇	4
360983107000	建山镇	4
360983108000	田南镇	4
360983109000	相城镇	4
360983110000	灰埠镇	4
360983111000	石脑镇	4
360983112000	龙潭镇	4
360983113000	杨圩镇	4
360983114000	村前镇	4
360983115000	伍桥镇	4
360983116000	祥符镇	4
360983117000	大城镇	4
360983118000	华林山镇	4
360983200000	上湖乡	4
360983201000	汪家圩乡	4
360983400000	高安市新世纪工业城管委会	4
360983403000	英岗岭矿务局	4
360983404000	江西八景煤矿有限公司	4
360983405000	江西新茂实业公司	4
360983500000	相城垦殖场	4
360983501000	上游水库工程管理局	4
360983502000	江西省瑞州监狱	4
361000000000	抚州市	2
361001000000	市辖区	3
361002000000	临川区	3
361002001000	青云街道	4
361002002000	西大街街道	4
361002003000	荆公路街道	4
361002004000	六水桥街道	4
361002005000	文昌街道	4
361002091000	城西街道	4
361002092000	钟岭街道	4
361002100000	上顿渡镇	4
361002101000	温泉镇	4
361002102000	高坪镇	4
361002103000	秋溪镇	4
361002104000	荣山镇	4
361002105000	龙溪镇	4
361002107000	大岗镇	4
361002108000	云山镇	4
361002109000	唱凯镇	4
361002110000	罗针镇	4
361002111000	罗湖镇	4
361002112000	太阳镇	4
361002113000	东馆镇	4
361002114000	腾桥镇	4
361002115000	青泥镇	4
361002116000	孝桥镇	4
361002117000	抚北镇	4
361002118000	展坪镇	4
361002190000	崇岗镇	4
361002201000	连城乡	4
361002202000	桐源乡	4
361002203000	湖南乡	4
361002204000	七里岗乡	4
361002205000	嵩湖乡	4
361002206000	鹏田乡	4
361002207000	茅排乡	4
361002208000	河埠乡	4
361002400000	荣山垦殖场	4
361002401000	七里岗垦殖场	4
361002500000	开发区管理委员会	4
361003000000	东乡区	3
361003001000	金峰街道	4
361003100000	孝岗镇	4
361003101000	小璜镇	4
361003102000	圩上桥镇	4
361003103000	马圩镇	4
361003104000	詹圩镇	4
361003105000	岗上积镇	4
361003106000	杨桥殿镇	4
361003107000	黎圩镇	4
361003108000	王桥镇	4
361003200000	珀玕乡	4
361003201000	邓家乡	4
361003202000	虎圩乡	4
361003203000	瑶圩乡	4
361003400000	红星垦殖场	4
361003401000	红光垦殖场	4
361003402000	红亮垦殖场	4
361003403000	甘坑生态林场	4
361003405000	江西磷肥厂	4
361003406000	东乡县经济开发区	4
361021000000	南城县	3
361021100000	建昌镇	4
361021101000	株良镇	4
361021102000	上唐镇	4
361021103000	里塔镇	4
361021104000	洪门镇	4
361021105000	沙洲镇	4
361021106000	龙湖镇	4
361021107000	新丰街镇	4
361021108000	万坊镇	4
361021109000	徐家镇	4
361021201000	天井源乡	4
361021203000	浔溪乡	4
361021400000	南城县工业园区	4
361022000000	黎川县	3
361022100000	日峰镇	4
361022101000	宏村镇	4
361022102000	洵口镇	4
361022103000	熊村镇	4
361022104000	龙安镇	4
361022105000	德胜镇	4
361022106000	华山镇	4
361022200000	潭溪乡	4
361022201000	湖坊乡	4
361022202000	荷源乡	4
361022203000	厚村乡	4
361022204000	社苹乡	4
361022205000	樟溪乡	4
361022206000	西城乡	4
361022207000	中田乡	4
361022401000	黎川县工业园区管理委员会	4
361022500000	德胜企业集团	4
361023000000	南丰县	3
361023100000	琴城镇	4
361023101000	太和镇	4
361023102000	白舍镇	4
361023103000	市山镇	4
361023104000	洽湾镇	4
361023105000	桑田镇	4
361023106000	紫霄镇	4
361023200000	三溪乡	4
361023201000	东坪乡	4
361023202000	莱溪乡	4
361023203000	太源乡	4
361023204000	傅坊乡	4
361023400000	南丰县长红垦殖场	4
361023500000	南丰工业园区	4
361024000000	崇仁县	3
361024100000	巴山镇	4
361024101000	相山镇	4
361024102000	航埠镇	4
361024103000	孙坊镇	4
361024104000	河上镇	4
361024105000	礼陂镇	4
361024106000	马鞍镇	4
361024200000	石庄乡	4
361024201000	六家桥乡	4
361024202000	白路乡	4
361024203000	三山乡	4
361024204000	白陂乡	4
361024205000	桃源乡	4
361024206000	许坊乡	4
361024207000	郭圩乡	4
361025000000	乐安县	3
361025100000	鳌溪镇	4
361025101000	公溪镇	4
361025102000	山砀镇	4
361025103000	龚坊镇	4
361025104000	戴坊镇	4
361025105000	牛田镇	4
361025106000	万崇镇	4
361025107000	增田镇	4
361025108000	招携镇	4
361025200000	湖溪乡	4
361025201000	罗陂乡	4
361025202000	湖坪乡	4
361025203000	南村乡	4
361025204000	谷岗乡	4
361025205000	金竹畲族乡	4
361025206000	大马头乡	4
361026000000	宜黄县	3
361026100000	凤冈镇	4
361026101000	棠阴镇	4
361026102000	黄陂镇	4
361026103000	东陂镇	4
361026104000	梨溪镇	4
361026105000	二都镇	4
361026106000	中港镇	4
361026107000	桃陂镇	4
361026201000	新丰乡	4
361026202000	神岗乡	4
361026203000	圳口乡	4
361026204000	南源乡	4
361026400000	黄柏岭垦殖场	4
361026401000	青年垦殖场	4
361026500000	宜黄县工业园区	4
361027000000	金溪县	3
361027100000	秀谷镇	4
361027101000	浒湾镇	4
361027102000	双塘镇	4
361027103000	何源镇	4
361027104000	合市镇	4
361027105000	琅琚镇	4
361027106000	左坊镇	4
361027107000	对桥镇	4
361027200000	黄通乡	4
361027202000	陆坊乡	4
361027203000	陈坊积乡	4
361027204000	琉璃乡	4
361027205000	石门乡	4
361027400000	华侨管理区	4
361027401000	江西金溪工业园区管理委员会	4
361028000000	资溪县	3
361028100000	鹤城镇	4
361028101000	马头山镇	4
361028102000	高阜镇	4
361028103000	嵩市镇	4
361028104000	乌石镇	4
361028200000	高田乡	4
361028201000	石峡乡	4
361030000000	广昌县	3
361030100000	旴江镇	4
361030101000	头陂镇	4
361030103000	赤水镇	4
361030104000	驿前镇	4
361030105000	甘竹镇	4
361030106000	塘坊镇	4
361030200000	千善乡	4
361030201000	水南圩乡	4
361030202000	长桥乡	4
361030203000	杨溪乡	4
361030204000	尖峰乡	4
361030400000	翠雷山垦殖场	4
361030500000	广昌县工业园区	4
361100000000	上饶市	2
361101000000	市辖区	3
361102000000	信州区	3
361102001000	水南街道	4
361102002000	东市街道	4
361102003000	西市街道	4
361102004000	北门街道	4
361102005000	茅家岭街道	4
361102006000	灵溪街道	4
361102100000	沙溪镇	4
361102102000	朝阳镇	4
361102103000	秦峰镇	4
361103000000	广丰区	3
361103001000	永丰街道	4
361103002000	芦林街道	4
361103003000	丰溪街道	4
361103004000	下溪街道	4
361103005000	大石街道	4
361103101000	五都镇	4
361103102000	洋口镇	4
361103103000	横山镇	4
361103104000	桐畈镇	4
361103105000	湖丰镇	4
361103106000	大南镇	4
361103107000	排山镇	4
361103108000	毛村镇	4
361103109000	枧底镇	4
361103110000	泉波镇	4
361103111000	壶峤镇	4
361103112000	霞峰镇	4
361103114000	吴村镇	4
361103115000	沙田镇	4
361103116000	铜钹山镇	4
361103202000	东阳乡	4
361103204000	嵩峰乡	4
361103206000	少阳乡	4
361103500000	铜拔山垦殖场	4
361104000000	广信区	3
361104001000	旭日街道	4
361104002000	罗桥街道	4
361104003000	兴园街道	4
361104101000	田墩镇	4
361104102000	上泸镇	4
361104103000	华坛山镇	4
361104104000	茶亭镇	4
361104105000	皂头镇	4
361104106000	四十八镇	4
361104107000	枫岭头镇	4
361104108000	煌固镇	4
361104109000	花厅镇	4
361104110000	五府山镇	4
361104111000	郑坊镇	4
361104200000	望仙乡	4
361104201000	石人乡	4
361104202000	清水乡	4
361104203000	石狮乡	4
361104204000	湖村乡	4
361104207000	尊桥乡	4
361104209000	应家乡	4
361104210000	黄沙岭乡	4
361104211000	铁山乡	4
361104290000	董团乡	4
361123000000	玉山县	3
361123002000	冰溪街道	4
361123003000	文成街道	4
361123101000	临湖镇	4
361123102000	必姆镇	4
361123103000	横街镇	4
361123105000	下镇镇	4
361123107000	岩瑞镇	4
361123108000	双明镇	4
361123109000	紫湖镇	4
361123110000	仙岩镇	4
361123111000	樟村镇	4
361123112000	枫林镇	4
361123200000	南山乡	4
361123201000	怀玉乡	4
361123202000	下塘乡	4
361123203000	四股桥乡	4
361123204000	六都乡	4
361123290000	三清乡	4
361124000000	铅山县	3
361124100000	河口镇	4
361124101000	永平镇	4
361124102000	石塘镇	4
361124103000	鹅湖镇	4
361124105000	湖坊镇	4
361124106000	武夷山镇	4
361124108000	汪二镇	4
361124109000	葛仙山镇	4
361124200000	陈坊乡	4
361124201000	虹桥乡	4
361124202000	新滩乡	4
361124205000	稼轩乡	4
361124206000	英将乡	4
361124207000	紫溪乡	4
361124208000	太源畲族乡	4
361124209000	天柱山乡	4
361124210000	篁碧畲族乡	4
361124407000	铅山县青溪服务中心	4
361124501000	铅山县国营森林苗圃	4
361125000000	横峰县	3
361125001000	兴安街道	4
361125100000	岑阳镇	4
361125101000	葛源镇	4
361125200000	姚家乡	4
361125201000	莲荷乡	4
361125202000	司铺乡	4
361125203000	港边乡	4
361125204000	龙门畈乡	4
361125205000	青板乡	4
361125401000	红桥垦殖场	4
361125502000	上坑源林场	4
361125503000	山黄林场	4
361125504000	新篁办事处	4
361126000000	弋阳县	3
361126001000	桃源街道	4
361126002000	花亭街道	4
361126101000	曹溪镇	4
361126102000	漆工镇	4
361126103000	樟树墩镇	4
361126104000	南岩镇	4
361126105000	朱坑镇	4
361126106000	圭峰镇	4
361126107000	叠山镇	4
361126108000	港口镇	4
361126109000	弋江镇	4
361126110000	三县岭镇	4
361126202000	中畈乡	4
361126203000	葛溪乡	4
361126204000	湾里乡	4
361126206000	清湖乡	4
361126207000	旭光乡	4
361127000000	余干县	3
361127100000	玉亭镇	4
361127101000	瑞洪镇	4
361127102000	黄金埠镇	4
361127104000	古埠镇	4
361127105000	乌泥镇	4
361127106000	石口镇	4
361127107000	杨埠镇	4
361127108000	九龙镇	4
361127109000	社赓镇	4
361127200000	康山乡	4
361127202000	东塘乡	4
361127204000	大塘乡	4
361127206000	鹭鸶港乡	4
361127207000	三塘乡	4
361127209000	洪家嘴乡	4
361127210000	白马桥乡	4
361127211000	江埠乡	4
361127213000	枫港乡	4
361127214000	大溪乡	4
361127217000	梅港乡	4
361127500000	渔池湖水产场	4
361127501000	县良种场	4
361127502000	李梅林场	4
361127503000	康山垦总场	4
361127504000	禾斛岭垦殖场	4
361127505000	峡山林场	4
361127506000	信丰垦殖场	4
361128000000	鄱阳县	3
361128001000	饶州街道	4
361128100000	鄱阳镇	4
361128101000	谢家滩镇	4
361128102000	石门街镇	4
361128103000	四十里街镇	4
361128104000	油墩街镇	4
361128105000	田畈街镇	4
361128106000	金盘岭镇	4
361128107000	高家岭镇	4
361128108000	凰岗镇	4
361128109000	双港镇	4
361128110000	古县渡镇	4
361128111000	饶丰镇	4
361128112000	乐丰镇	4
361128113000	饶埠镇	4
361128201000	侯家岗乡	4
361128202000	莲花山乡	4
361128203000	响水滩乡	4
361128206000	枧田街乡	4
361128207000	柘港乡	4
361128208000	鸦鹊湖乡	4
361128209000	银宝湖乡	4
361128210000	游城乡	4
361128211000	珠湖乡	4
361128212000	白沙洲乡	4
361128213000	团林乡	4
361128215000	昌洲乡	4
361128216000	三庙前乡	4
361128217000	莲湖乡	4
361128218000	芦田乡	4
361128401000	农科所	4
361128402000	饶洲监狱	4
361129000000	万年县	3
361129100000	陈营镇	4
361129101000	石镇镇	4
361129102000	青云镇	4
361129103000	梓埠镇	4
361129104000	大源镇	4
361129105000	裴梅镇	4
361129200000	湖云乡	4
361129201000	齐埠乡	4
361129203000	汪家乡	4
361129205000	上坊乡	4
361129206000	苏桥乡	4
361129208000	珠田乡	4
361130000000	婺源县	3
361130001000	蚺城街道	4
361130100000	紫阳镇	4
361130101000	清华镇	4
361130102000	秋口镇	4
361130103000	江湾镇	4
361130104000	思口镇	4
361130106000	赋春镇	4
361130107000	镇头镇	4
361130109000	太白镇	4
361130110000	中云镇	4
361130111000	许村镇	4
361130200000	溪头乡	4
361130201000	段莘乡	4
361130204000	浙源乡	4
361130205000	沱川乡	4
361130206000	大鄣山乡	4
361130208000	珍珠山乡	4
361181000000	德兴市	3
361181001000	银城街道	4
361181002000	新营街道	4
361181003000	香屯街道	4
361181004000	铜矿街道	4
361181103000	绕二镇	4
361181105000	海口镇	4
361181106000	新岗山镇	4
361181107000	泗洲镇	4
361181108000	大茅山镇	4
361181190000	花桥镇	4
361181200000	黄柏乡	4
361181201000	万村乡	4
361181202000	张村乡	4
361181203000	昄大乡	4
361181204000	李宅乡	4
361181205000	龙头山乡	4
